,الرقم,التقييم,عدد المقيمين,المساحة,اسم العقار,الحي,سعر الليلة,المدينة,التصنيف
1342,668,9.8,7,60,شقة بغرفة نوم وغرفة جلوس,حي الريان,226,جدة,شقة
1343,669,9.7,33,40,استديو بسرير ماستر ودخول ذاتي,حي السلامة,280,جدة,استديو
1344,670,9.5,17,50,شقة هادئة بصالة وغرفة نوم,حي الربوة,250,جدة,شقة
1345,671,9.3,12,90,استديو هادئ بدخول ذاتي,حي الربوة,195,جدة,استديو
1346,672,9.3,12,90,استديو هادئ بدخول ذاتي,حي الربوة,195,جدة,استديو
1347,673,8.1,15,60,استديو مريح لليلة جميلة ومميزة,حي المروة,143,جدة,استديو
1348,674,9.5,1,50,استديو باثاث مريح وبسيط,حي المروة,143,جدة,استديو
1349,675,9.9,5,50,شقة بغرفتين نوم وصالة,حي النسيم,420,جدة,شقة
1350,676,10.0,1,75,شاليه بجلسة خارجية ومسبح,حي مريخ,"1,199",جدة,شاليه
1351,677,10.0,2,50,شقة بصالة أنيقة وغرفة نوم,حي المروة,264,جدة,شقة
1352,678,10.0,2,75,شقة بصالة وغرفة نوم وبأثاث مريح,حي الروضه,845,جدة,شقة
1353,679,0.0,0,220,شاليه باطلاله على البحر ومجلس,درة العروس,"1,000",جدة,شاليه
1354,680,0.0,0,190,شقة بصالة وثلاث غرف نوم,درة العروس,"1,120",جدة,شقة
1355,681,0.0,0,30,استديو انيق بجلسة جانبية,حي المنار,225,جدة,استديو
1356,682,0.0,0,60,استديو بأثاث مريح وبسيط,حي الفيصلية,108,جدة,استديو
1357,683,9.5,87,130,شقة بغرفتين نوم و بلكونة,حي الشاطئ,850,جدة,شقة
1358,684,8.5,18,60,شقة بصاله وغرفتين نوم,حي النهضة,370,جدة,شقة
1359,685,9.5,6,50,شقة بثلاث غرف نوم وصالة,حي السلامة,399,جدة,شقة
1360,686,9.6,49,50,استديو مريح لليلة جميلة ومميزة,حي البوادي,180,جدة,استديو
1361,687,9.5,97,75,شقة بغرفة جلوس وغرفة نوم,حي البوادي,245,جدة,شقة
1362,688,9.3,19,60,استديو أنيق وهادئ,حي السلامة,199,جدة,استديو
1363,689,8.4,2,50,شقة بغرفتين نوم وصالة جلوس,حي السلامة,249,جدة,شقة
1364,690,7.2,7,75,شاليه بجلسة خارجية ومسبح خارجي,حي الحرازات,450,جدة,شاليه
1365,691,9.5,37,50,شقة بصالة وغرفة نوم,حي السامر,150,جدة,شقة
1366,692,9.3,7,60,استديو بسرير ماستر وأثاث مريح,حي السلامة,199,جدة,استديو
1367,693,9.7,24,50,استديو مريح لليلة جميلة ومميزة,حي العزيزية,180,جدة,استديو
1368,694,9.8,31,100,استديو هادئ وأنيق بدخول ذاتي,حي الحمراء,329,جدة,استديو
1369,695,9.5,24,50,شقة بصالة انيقة وغرفة نوم,حي الشاطئ,650,جدة,شقة
1370,696,9.4,66,75,استديو بسرير ماستر و جلسة جانبية,حي النزهة,270,جدة,استديو
1371,697,9.7,12,50,استديو هادئ سريرين مفردة,حي الشرفية,229,جدة,استديو
1372,698,8.9,36,75,شقة بصالة وغرفة نوم,حي الحمراء,209,جدة,شقة
1373,699,10.0,13,45,استديو بأثاث مريح وبسيط,حي المرجان,324,جدة,استديو
1374,700,9.4,5,50,شقة بغرفة نوم وصالة,حي اللؤلؤ,450,جدة,شقة
1375,701,10.0,7,75,شقة بصالة وغرفتين نوم بموقع مميز,حي المروة,275,جدة,شقة
1376,702,9.8,54,60,استديو بسرير ماستر ودخول ذاتي,حي الواحة,266,جدة,استديو
1377,703,9.6,2,75,شقة هادئه بصالة وغرفتين نوم,حي المروة,400,جدة,شقة
1378,704,8.3,9,50,شقة بصالة وغرفة نوم وبأثاث مريح,حي المروة,255,جدة,شقة
1379,705,9.9,7,50,استديو هادئ بسرير ماستر,حي الزهراء,199,جدة,استديو
1380,706,10.0,3,75,استراحة بمجلس واسع وجلسة خارجية,حي المروج,805,جدة,استراحة
1381,707,10.0,2,60,شقة بغرفة جلوس وغرفة نوم,حي الصفا,295,جدة,شقة
1382,708,0.0,0,50,شقة بصالة وثلاث غرف نوم,حي النهضة,900,جدة,شقة
1383,709,0.0,0,40,استديو بأجواء وموقع مميز,حي المروة,400,جدة,استديو
1384,710,10.0,1,75,شاليه باالعاب مائيه و مسبح,حي الحرازات,"1,000",جدة,شاليه
1385,711,9.4,144,50,شاليه بمسبح خارجي بحاجز ومسطحات خضراء,حي المحاميد,450,جدة,شاليه
1386,712,9.5,141,50,شقة بصالة وغرفة نوم,حي الزهراء,570,جدة,شقة
1387,713,9.6,26,75,فيلا بغرفة جلوس وغرف نوم,حي ابحر الجنوبية,750,جدة,فيلا
1388,714,9.9,19,75,شقة بصالة وثلاث غرف نوم,حي الشاطئ,"1,250",جدة,شقة
1389,715,7.7,32,50,شاليه بألعاب مائية ومسبح خارجي,حي المحاميد,700,جدة,شاليه
1390,716,9.3,10,75,شاليه بمسطح اخضر وجلسة خارجية,حي الاجاويد,"1,130",جدة,شاليه
1391,717,10.0,33,60,شقة بصالة وغرفتين نوم,الحمدانية,315,جدة,شقة
1392,718,8.9,16,60,شقة بصالة انيقة وغرفتين نوم,حي السلامة,249,جدة,شقة
1393,719,8.0,1,60,شقة بصالة وغرفتين نوم,حي السلامة,249,جدة,شقة
1394,720,9.3,66,50,شقة بصالة وغرفة نوم دخول ذاتي,حي الصفا,350,جدة,شقة
1395,721,9.3,31,75,شقة أنيقة بصالة وغرف نوم,حي السلامة,300,جدة,شقة
1396,722,9.9,16,75,شقة انيقة بصالة بدخول ذاتي,حي السلامة,300,جدة,شقة
1397,723,8.9,4,75,شقة بغرفة نوم وصالة وبأثاث مريح,حي السلامة,360,جدة,شقة
1398,724,9.3,25,60,شقة انيقة بصالة وغرفتين نوم,حي الرحمانية,276,جدة,شقة
1399,725,10.0,1,60,شقة بغرفة نوم وصالة,حي الشرفية,269,جدة,شقة
1400,726,9.2,31,35,استديو بأثاث مريح وبسيط,حي الريان,170,جدة,استديو
1401,727,9.6,13,75,غرفة بأثاث مريح للرجال فقط,حي المروة,109,جدة,شقة
1402,728,6.6,12,60,استديو بسرير ماستر وجلسة جانبية,حي بنى مالك,126,جدة,استديو
1403,729,6.9,13,75,استديو بأثاث مريح وبسيط,حي بنى مالك,126,جدة,استديو
1404,730,0.0,0,75,شاليه بصالة جلوس ومسبح خارجي,درة العروس,"1,850",جدة,شاليه
1405,731,10.0,2,60,غرفة بسرير مفرد للرجال فقط,حي الفيصلية,84,جدة,شقة
1406,732,0.0,0,65,شقة أنيقه بغرفة نوم,حي المروة,300,جدة,شقة
1407,733,0.0,0,50,شقة بصالة وغرفة نوم,حي الريان,108,جدة,شقة
1408,734,0.0,0,75,شقة بصالة جلوس و غرفة نوم,حي المرجان,212,جدة,شقة
1409,735,0.0,0,75,شقة بغرفة نوم ودخول ذاتي,حي المرجان,212,جدة,شقة
1410,736,9.3,13,50,استراحة بألعاب أطفال,حي الزمرد,658,جدة,استراحة
1411,737,8.9,38,75,شقة  بصالة جلوس وغرفة نوم,حي النزهة,208,جدة,شقة
1412,738,0.0,0,50,استراحة ببيت شعر وفناء خارجي,حي الحرازات,750,جدة,استراحة
1413,739,10.0,134,50,شقة بصالة و غرفة نوم,حي مريخ,260,جدة,شقة
1414,740,9.8,79,60,غرفة بأجواء دافئة ومريحة,حي البوادي,180,جدة,شقة
1415,741,8.9,24,60,شاليه بغرفة نوم مطلة على المسبح,حي المروج,550,جدة,شاليه
1416,742,9.6,6,60,شقة بغرفة نوم وصاله بأثاث مريح,حي السلامة,299,جدة,شقة
1417,743,10.0,44,50,استديو مريح لليلة جميلة ومميزة,الحمدانية,259,جدة,استديو
1418,744,8.7,45,20,استديو بسرير ماستر ودخول ذاتي,حي الصفا,185,جدة,استديو
1419,745,9.9,11,28,استديو بسرير ماستر,حي الفيحاء,150,جدة,استديو
1420,746,10.0,23,60,شقة أنيقه بدخول ذكي,حي المروة,250,جدة,شقة
1421,747,9.7,13,150,شاليه بغرفتين نوم وإطلالة مميزة,درة العروس,950,جدة,شاليه
1422,748,9.9,13,50,شقة هادئة بصالة وغرفة نوم,حي الروضه,299,جدة,شقة
1423,749,10.0,2,75,شقة بغرفتين نوم وصالة,حي الربوة,499,جدة,شقة
1424,750,8.8,5,50,شقة بغرفة نوم وصالة جلوس,حي السلامة,125,جدة,شقة
1425,751,10.0,2,75,استديو بسرير مفرد ودخول ذاتي,حي البوادي,203,جدة,استديو
1426,752,8.9,6,50,استراحة بمسطح اخضر,حي ابحر الشمالية,"1,499",جدة,استراحة
1427,753,9.4,164,50,شقة بصالة وغرفتين نوم,حي المروة,290,جدة,شقة
1428,754,9.9,4,50,شقة بغرفتين نوم وبلكونة,حي الشاطئ,725,جدة,شقة
1429,755,9.5,208,60,شاليه بتصميم مودرن و يوناني,حي الرحمانية,"1,200",جدة,شاليه
1430,756,9.6,136,50,شاليه بتصميم مودرن و يوناني,حي الرحمانية,"1,200",جدة,شاليه
1431,757,8.9,59,50,شاليه بجلسة خارجية ومسبح,ذهبان,599,جدة,شاليه
1432,758,9.9,60,50,شقة بغرفة معيشة وغرفة نوم,حي المروة,235,جدة,شقة
1433,759,9.6,6,75,شقة انيقة بصالة بدخول ذاتي,حي السلامة,300,جدة,شقة
1434,760,9.4,12,75,كوخ ريفي للعرسان فقط,حي الحرازات,"4,710",جدة,كوخ
1435,761,9.2,51,75,شقة بصالة انيقة ودخول ذاتي,حي الزهراء,299,جدة,شقة
1436,762,7.4,34,50,شالية بغرفة نوم مطله على المسبح,حي طيبة,300,جدة,شاليه
1437,763,9.9,19,75,شقة بغرفة نوم وصالة,حي النعيم,230,جدة,شقة
1438,764,0.0,0,60,شقة بغرفة نوم وصالة ودخول ذاتي,حي الصفا,315,جدة,شقة
1439,765,10.0,6,60,شقة بغرفة نوم وصالة,حي المروة,143,جدة,شقة
1440,766,10.0,1,50,شقة انيقة بغرفة نوم  وصالة,حي النزهة,450,جدة,شقة
1441,767,9.9,7,65,استديو بسرير ماستر ودخول ذاتي,حي السامر,210,جدة,استديو
1442,768,9.5,4,60,استديو باثاث مريح وبسيط,حي المروة,149,جدة,استديو
1443,769,10.0,3,75,شقة بغرفتين نوم وصالة,حي النهضة,500,جدة,شقة
1444,770,10.0,1,21,استديو انيق بدخول ذاتي,حي الفيحاء,300,جدة,استديو
1445,771,0.0,0,50,شقة أنيقة بصالة وغرف نوم,حي المروة,752,جدة,شقة
1446,772,0.0,0,50,شقة بغرفة نوم وصالة جلوس,حي المرجان,212,جدة,شقة
1447,773,0.0,0,75,شقة بغرفة نوم وصالة جلوس,حي الفيصلية,218,جدة,شقة
1448,774,9.5,26,60,شقة لليلة هادئة بغرفتين نوم,الحمدانية,339,جدة,شقة
1449,775,9.3,10,50,شاليه أنيق بمسبح وجلسة خارجية,حي الرحمانية,800,جدة,شاليه
1450,776,9.8,15,50,غرفة بسرير ماستر  ودورة مياة,حي المروة,333,جدة,شقة
1451,777,9.7,34,50,شاليه بمسطح اخضر وجلسة خارجية,حي الصوارى,800,جدة,شاليه
1452,778,9.4,92,75,شاليه بجلسة خارجية و مسطح اخضر,حي الحرازات,960,جدة,شاليه
1453,779,9.5,11,60,شقة ببغرفتين نوم وجلسة خارجية,درة العروس,850,جدة,شقة
1454,780,9.5,98,50,شقة بصالة و غرفة نوم,حي السلامة,300,جدة,شقة
1455,781,9.7,20,75,شالية بمجلس وجلسة خارجية,ابحر الشمالية,700,جدة,شاليه
1456,782,9.5,59,75,استديو بسرير ماستر وجلسة,حي الرياض,220,جدة,استديو
1457,783,10.0,2,75,شالية انيق بمجلس ومسبح خارجي,حي المروج,"1,955",جدة,شاليه
1458,784,9.2,24,50,شقة بصالة و غرفة نوم,حي الحمراء,280,جدة,شقة
1459,785,9.9,26,60,استديو بأثاث مريح وبسيط,حي الحمراء,229,جدة,استديو
1460,786,9.8,23,75,غرفة بسرير مفرد ودخول ذاتي,حي الاجاويد,162,جدة,شقة
1461,787,10.0,1,50,شقة بصالة جلوس وأثاث مريح,حي البوادي,200,جدة,شقة
1462,788,9.8,15,20,استديو بسريرن مفرد,حي الرويس,170,جدة,استديو
1463,789,9.3,33,60,شقة بغرفه ودخول ذاتي,حي الشراع,349,جدة,شقة
1464,790,9.8,34,25,استديو بسريرين مفردة وأثاث مريح,حي الريان,150,جدة,استديو
1465,791,9.4,7,60,شالية بمجلس انيق مطل على الفناء,حي الحرازات,800,جدة,شاليه
1466,792,7.7,31,30,استديو بسرير ماستر وأثاث مريح,حي النزهة,144,جدة,استديو
1467,793,9.4,17,60,استديو باثاث مريح وبسيط,حي المروة,143,جدة,استديو
1468,794,9.4,9,50,شقة بغرفتين نوم وصالة جلوس,حي الزهراء,249,جدة,شقة
1469,795,10.0,6,60,شقة بغرفة معيشة وغرفة نوم,حي طيبة,400,جدة,شقة
1470,796,8.0,46,200,شاليه بإطلالة على البحر والحديقة,درة العروس,817,جدة,شاليه
1471,797,7.8,74,220,شاليه بجلسة مطلة على البحر,درة العروس,"1,000",جدة,شاليه
1472,798,9.6,11,60,شقة  بصالة جلوس وغرفة نوم,حي المحمدية,499,جدة,شقة
1473,799,10.0,23,75,شقة هادئه بصالة وغرفة نوم,حي البوادي,250,جدة,شقة
1474,800,9.8,56,50,شقة بغرفة نوم وصالة انيقة,حي المحمدية,550,جدة,شقة
1475,801,9.2,26,75,شقة بصالة انيقة إطلالة مميزة,حي الشاطئ,"1,200",جدة,شقة
1476,802,8.2,3,50,شقة بغرفتين نوم وصالة,حي النزهة,380,جدة,شقة
1477,803,9.6,32,75,شقة بصالة وبأثاث مريح وبسيط,حي المروة,280,جدة,شقة
1478,804,9.9,55,100,استديو هادئ وأنيق بدخول ذاتي,حي الحمراء,289,جدة,استديو
1479,805,9.2,24,75,شالية بمجلس مطل على الفناء الخارجي,حي المروج,"1,090",جدة,شاليه
1480,806,0.0,0,75,شقة بغرفتين نوم وصالة,حي الصفا,440,جدة,شقة
1481,807,10.0,1,50,شقة بغرفة جلوس وغرفتين نوم,الحمدانية,370,جدة,شقة
1482,808,9.5,6,50,استديو بسرير ماستر ودخول ذاتي,حي البوادي,199,جدة,استديو
1483,809,7.3,8,75,استديو بسرير ماستر وجلسة جانبية,حي بنى مالك,126,جدة,استديو
1484,810,8.1,4,75,شقة بغرفتين نوم ودخول ذاتي,حي الزهراء,249,جدة,شقة
1485,811,10.0,3,50,شقة بغرفة نوم,حي الفيصلية,350,جدة,شقة
1486,812,9.8,22,35,استديو هادئ بدخول ذاتي,حي البوادي,259,جدة,استديو
1487,813,10.0,3,88,استديو مريح لليلة جميلة ومميزة,حي النهضة,290,جدة,استديو
1488,814,9.9,15,50,شقة بغرفة نوم وصالة,حي الريان,240,جدة,شقة
1489,815,10.0,1,60,شقة بصالة وغرفة نوم,حي النعيم,280,جدة,شقة
1490,816,0.0,0,40,استديو بدخول ذاتي وسرير مريح,حي الفيحاء,310,جدة,استديو
1491,817,10.0,3,60,شقة بصالة وغرفة نوم,حي البوادي,327,جدة,شقة
1492,818,10.0,1,24,استديو بتصميم أنيق ودخول ذاتي,حي المنار,250,جدة,استديو
1493,819,0.0,0,60,شاليه بمجلس ومسبح خارجي,حي الفلاح,"1,105",جدة,شاليه
1494,820,0.0,0,50,شقة بغرفتين نوم وصالة جلوس,حي البوادي,290,جدة,شقة
1495,821,0.0,0,75,شقة بصالة وغرفة نوم,حي المروة,280,جدة,شقة
1496,822,9.7,5,60,استراحة بألعاب أطفال ومسطح اخضر,حي ابحر الشمالية,"1,499",جدة,استراحة
1497,823,9.3,51,75,شقة بغرفة جلوس وغرفة نوم,حي الحرازات,150,جدة,شقة
1498,824,8.8,7,50,كوخ ريفي بمسبح والعاب مائية,حي الحرازات,"1,430",جدة,كوخ
1499,825,9.3,26,50,شاليه بمسطح اخضر وجلسة خارجية,حي الحرازات,498,جدة,شاليه
1500,826,9.7,33,75,شاليه بصالة مطلة على مسبح,حي طيبة,"1,305",جدة,شاليه
1501,827,8.1,30,75,استديو بسرير ماستر وأثاث مريح,حي الحمراء,250,جدة,استديو
1502,828,0.0,0,75,استديو بسرير ماستر وجلسة مريحة,حي ابحر الجنوبية,297,جدة,استديو
1503,829,9.8,40,60,استديو بسريرين فردية و جلسة,حي الحمراء,219,جدة,استديو
1504,830,10.0,6,50,شقة أنيقة بصالة وغرفة نوم,حي المنار,350,جدة,شقة
1505,831,8.7,8,250,شاليه بصالة و ثلاث غرف نوم,درة العروس,650,جدة,شاليه
1506,832,9.3,10,75,شقة بغرفتين نوم وغرفة جلوس,حي السامر,290,جدة,شقة
1507,833,9.4,33,50,شقة بصالة وغرفة نوم بموقع مميز,حي الفيصلية,230,جدة,شقة
1508,834,10.0,5,50,استديو هادئ بدخول ذاتي,حي الواحة,265,جدة,استديو
1509,835,9.5,22,40,استديو بسرير ماستر وجلسة,حي السلامة,280,جدة,استديو
1510,836,9.8,1,20,استديو بسرير ماستر وجلسة جانبية,حي الوفاء,230,جدة,استديو
1511,837,10.0,5,53,استديو هادئ بدخول ذاتي,حي الفيحاء,479,جدة,استديو
1512,838,10.0,1,24,استديو هادئ بدخول ذاتي,حي النخيل,320,جدة,استديو
1513,839,7.5,7,60,شقة بصالة وغرفة نوم وبأثاث بسيط,حي المروة,143,جدة,شقة
1514,840,9.0,4,50,استديو مريح لليلة جميلة ومميزة,حي المروة,151,جدة,استديو
1515,841,10.0,8,75,شقة بصالة وغرفة نوم,حي المنار,300,جدة,شقة
1516,842,0.0,0,35,استديو انيق بدخول ذاتي,حي ابحر الجنوبية,349,جدة,استديو
1517,843,9.3,3,60,شقة بغرفتين نوم وصالة,حي النزهة,700,جدة,شقة
1518,844,9.6,9,50,شاليه بمسطح اخضر ومسبح,حي الاجاويد,"1,399",جدة,شاليه
1519,845,5.5,124,60,استراحة بركن شواء,حي ابحر الشمالية,699,جدة,استراحة
1520,846,8.8,144,75,شاليه بالعاب مائيه وجاكوزي,حي الحرازات,621,جدة,شاليه
1521,847,9.2,193,75,استراحة انيقة بمسبح ألعاب مائيه,ابحر الشمالية,"1,000",جدة,استراحة
1522,848,9.7,278,60,شقة بغرفة نوم وصاله,حي المروة,270,جدة,شقة
1523,849,9.6,98,75,شقة بغرفة ماستر وصالة,حي الصفا,230,جدة,شقة
1524,850,8.9,115,75,شاليه بملحق خارجي,حي الياقوت,800,جدة,شاليه
1525,851,10.0,47,60,شقة بصاله وغرفه نوم,حي الواحة,199,جدة,شقة
1526,852,9.5,64,60,شالية بمجلس مطل على المسبح,حي الحرازات,"1,200",جدة,شاليه
1527,853,9.1,93,50,شقة بغرفة نوم و سرير ماستر.,حي البوادي,180,جدة,شقة
1528,854,9.1,46,50,كوخ بمجلس مطل على المسبح,الحمدانية,780,جدة,كوخ
1529,855,9.1,25,50,شقة بغرفتين نوم وصالة جلوس,حي السلامة,249,جدة,شقة
1530,856,8.5,5,75,استراحة بمجلس وألعاب أطفال,حي الشفا,450,جدة,استراحة
1531,857,9.9,8,75,استديو هادئ بدخول ذاتي,حي الرحمانية,245,جدة,استديو
1532,858,9.9,12,50,شقة بصالة انيقة وغرفتين نوم,حي البساتين,650,جدة,شقة
1533,859,7.1,25,50,شقة,حي الروابي,80,جدة,شقة
1534,860,9.4,5,75,شقة بغرفة نوم ودخول ذاتي,حي البوادي,279,جدة,شقة
1535,861,8.0,12,50,استديو بسرير ماستر,حي بنى مالك,126,جدة,استديو
1536,862,10.0,6,70,شقة بصالة وغرف نوم,حي الصوارى,225,جدة,شقة
1537,863,0.0,0,60,شقة بغرفة معيشة وغرفة نوم,حي الروضه,376,جدة,شقة
1538,864,10.0,2,45,استديو بسرير ماستر ودخول ذاتي,حي البغدادية الغربية,230,جدة,استديو
1539,865,10.0,2,60,شقة بغرفة نوم وصالة جلوس,حي المنار,300,جدة,شقة
1540,866,9.9,9,50,شقة بغرفة نوم وصالة,حي الصفاء   ٦,300,جدة,شقة
1541,867,0.0,0,50,شقة بغرفة معيشة وغرفة نوم,حي المنار,252,جدة,شقة
1542,868,0.0,0,75,شقة بصالة وغرفة نوم,حي السلامة,378,جدة,شقة
1543,869,3.8,2,80,استديو هادئ بسرير ماستر,حي الواحة,250,جدة,استديو
1544,870,0.0,0,60,شقة بغرفة نوم وصالة,حي السلامة,378,جدة,شقة
1545,871,0.0,0,75,شقة ببروجكتر وغرفة ماستر,حي السلامة,378,جدة,شقة
1546,872,0.0,0,50,شاليه بغرفتين نوم و جلسة خارجية,حي النور,"1,000",جدة,شاليه
1547,873,0.0,0,45,استديو باثاث مريح وبسيط,حي المروة,180,جدة,استديو
1548,874,0.0,0,60,شقة بصالة انيقة وغرفة نوم,حي الصفا,280,جدة,شقة
1549,875,0.0,0,50,شقة بغرفتين نوم وصالة مريحة,حي البوادي,322,جدة,شقة
1550,876,9.5,40,50,شاليه بجلسة مطلة على المسبح,حي المروج,"1,100",جدة,شاليه
1551,877,9.6,111,50,شقة بصالة جلوس ودخول ذاتي,حي الصفا,400,جدة,شقة
1552,878,10.0,1,60,شقة بصالة جلوس وغرفة نوم,حي الريان,350,جدة,شقة
1553,879,9.3,73,60,غرفتين نوم هادئة وغرفة جلوس,حي الواحة,180,جدة,شقة
1554,880,9.7,29,30,استديو هادئ بدخول ذاتي,حي الفردوس,165,جدة,استديو
1555,881,9.2,32,60,شقة بغرفة نوم وصالة وبأثاث بسيط,حي الربوة,250,جدة,شقة
1556,882,9.7,25,60,استديو بسرير ماستر وجلسة,حي النعيم,200,جدة,استديو
1557,883,1.0,1,50,كوخ لتعيش التجربة الريفية,حي المروج,"1,322",جدة,كوخ
1558,884,9.5,5,50,شاليه بصالة ومسبح خارجي,حي المحاميد,500,جدة,شاليه
1559,885,9.6,4,60,شقة بأثاث مريح وبسيط,حي المنار,380,جدة,شقة
1560,886,9.7,5,30,استديو بأثاث مريح وبسيط,حي الريان,172,جدة,استديو
1561,887,9.5,15,75,استديو بأثاث مريح وبسيط,حي المنار,110,جدة,استديو
1562,888,10.0,2,46,استديو بسرير ماستر وجلسة جانبية,حي المروة,400,جدة,استديو
1563,889,9.5,4,70,استديو باثاث مريح وبسيط,حي الصفا,240,جدة,استديو
1564,890,9.7,8,75,استديو بسرير ماستر  وبأثاث مريح,حي المروة,135,جدة,استديو
1565,891,9.7,16,60,شقة بصالة أنيقة وغرفتين نوم,حي الزهراء,249,جدة,شقة
1566,892,9.4,3,50,غرفة لشخص واحد للرجال فقط,حي المروة,111,جدة,شقة
1567,893,10.0,2,60,استديو بأثاث مريح وبسيط,حي الحمراء,191,جدة,استديو
1568,894,0.0,0,55,استديو بسرير ماستر وجلسة جانبية,حي النزهة,288,جدة,استديو
1569,895,9.3,6,900,مخيم ببيت شعر وجلسة عريش,ذهبان,"2,500",جدة,مخيم
1570,896,9.0,149,75,شاليه بمسبح والعاب مائية,حي مريخ,599,جدة,شاليه
1571,897,9.4,67,50,شقة بصالة وغرفتين نوم دخول ذاتي,حي الربوة,252,جدة,شقة
1572,898,9.9,22,75,شقة بصالة جلوس و غرفتين نوم,حي الفلاح,250,جدة,شقة
1573,899,9.7,103,50,شقة ذات طابع جمالي بجلسه خارجيه,حي النهضة,380,جدة,شقة
1574,900,10.0,2,50,شقة بصالة جلوس ودخول ذاتي,حي الريان,350,جدة,شقة
1575,901,8.2,74,50,شالية انيق بجلسة خارجية ومسبح,حي خليج سلمان,702,جدة,شاليه
1576,902,9.5,93,60,استوديو بسرير ماستر,حي النزهة,220,جدة,استديو
1577,903,9.7,46,50,شقة بغرفة جلوس وغرفتين نوم,حي السلامة,400,جدة,شقة
1578,904,9.8,28,60,استديو هادئ وأنيق بدخول ذاتي,حي البوادي,250,جدة,استديو
1579,905,9.9,35,60,شقة بغرفتين نوم وصالة,الحمدانية,315,جدة,شقة
1580,906,8.7,82,60,شقة بصالة وغرفة نوم دخول ذاتي,حي الفيصلية,230,جدة,شقة
1581,907,9.1,18,60,شقة بصالة وثلاث غرف نوم,حي الشاطئ,715,جدة,شقة
1582,908,9.8,82,75,استديو بسرير ماستر وأثاث مريح,حي الريان,145,جدة,استديو
1583,909,9.1,12,75,شقة بصالة انيقة وغرفة نوم,حي الزهراء,299,جدة,شقة
1584,910,9.9,17,50,استديو بتصميم انيق ودخول ذاتي,حي الروضه,268,جدة,استديو
1585,911,10.0,2,28,استديو بأثاث مريح وبسيط,حي الريان,172,جدة,استديو
1586,912,7.4,5,60,شقة بغرفة نوم وصالة,حي الفيحاء,235,جدة,شقة
1587,913,9.9,23,50,شقة بغرفتين نوم وصالة جلوس,حي الربوة,330,جدة,شقة
1588,914,10.0,26,75,شقة بصالة أنيقة ودخول ذاتي,حي الواحة,356,جدة,شقة
1589,915,10.0,3,50,شقة بغرفة نوم وصالة,حي الريان,226,جدة,شقة
1590,916,9.9,17,50,استديو بأثاث مريح وبسيط,حي البوادي,180,جدة,استديو
1591,917,8.2,9,50,استديو بسرير ماستر وجلسة,حي بنى مالك,126,جدة,استديو
1592,918,8.9,13,50,شقة بصالة وغرفة نوم,حي الروابي,135,جدة,شقة
1593,919,10.0,6,50,شقة أنيقة بصالة وغرفة نوم,حي الشرفية,300,جدة,شقة
1594,920,9.4,20,50,شقة بصالة أنيقة وغرفة نوم,حي المنار,200,جدة,شقة
1595,921,10.0,6,60,شقة أنيقة بصالة وغرفة نوم,حي الواحة,300,جدة,شقة
1596,922,9.3,6,60,شقة بصالة وغرفة نوم وبأثاث بسيط,حي المروة,143,جدة,شقة
1597,923,9.7,6,50,شقة بصالة وغرفة نوم,حي المروة,151,جدة,شقة
1598,924,9.1,11,60,شقة بغرفة نوم وصالة ومطبخ,حي الفيصلية,500,جدة,شقة
1599,925,10.0,1,75,شقة بغرفتين نوم وصالة,حي الزهراء,600,جدة,شقة
1600,926,10.0,2,60,شقة بتصميم راقي وبدخول ذاتي,حي الروضه,845,جدة,شقة
1601,927,0.0,0,60,شقة بغرفتين نوم وصالة,حي السلامة,199,جدة,شقة
1602,928,8.3,1,75,شقة بغرفة معيشة وغرفة نوم,حي السلامة,125,جدة,شقة
1603,929,0.0,0,60,شاليه بغرفتين نوم و مسبح,حي النور,"1,000",جدة,شاليه
1604,930,0.0,0,60,شقة بغرفة نوم وصالة,حي المنار,280,جدة,شقة
1605,931,0.0,0,75,استديو هادئ بدخول ذاتي,حي الفلاح,304,جدة,استديو
1606,932,0.0,0,60,شقة بغرفة معيشة وغرفة نوم,حي الريان,663,جدة,شقة
1607,933,0.0,0,60,شقة بغرفه نوم باطلاله على البحر,حي الشاطئ,"1,200",جدة,شقة
1608,934,9.3,85,140,شاليه ببلكونة مطلة على البحر,درة العروس,"1,200",جدة,شاليه
1609,935,7.5,34,50,استراحة بجلسة و ملعب كرة طائرة,حي الرياض,550,جدة,استراحة
1610,936,9.2,15,20,استديو بسرير ماستر وتلفزيون,حي الفلاح,180,جدة,استديو
1611,937,9.0,47,60,شاليه بإطلالة على المسبح,حي المنتزة,900,جدة,شاليه
1612,938,9.8,11,75,شقة بغرفة جلوس وغرفتين نوم,حي الشراع,350,جدة,شقة
1613,939,9.8,51,120,استديو بسرير ماستر,حي الكوثر,210,جدة,استديو
1614,940,9.7,45,60,استديو بسرير ماستر ودخول ذاتي,حي الرياض,178,جدة,استديو
1615,941,9.7,77,60,شقة بغرفتين نوم وغرفة جلوس,حي العزيزية,250,جدة,شقة
1616,942,9.4,17,60,شقة بغرفتين نوم وصالة,حي الفيصلية,250,جدة,شقة
1617,943,9.9,32,50,شقة انيقة بغرفتين نوم وصالة,حي الشاطئ,950,جدة,شقة
1618,944,0.0,0,60,شقة بصالة وغرفتين نوم دخول ذاتي,حي المروة,400,جدة,شقة
1619,945,9.6,8,50,استديو بأثاث مريح وبسيط,حي النهضة,240,جدة,استديو
